tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
-,https://bscscan.com/token/images/crossfin_32.png,Cross Finance (CRP),https://bscscan.com/token/0x1ad8d89074afa789a027b9a31d0bd14e254711d0,Cross Finance aims to offer inter-chain yield farming platform. CRP token is a fully community governed token and can only be mined by providing liquidity.,,$0.01 ,0.000000 BTC,0.000026 BNB,-12.26%,$0.00 ,--,"$371,218.00 ","4,608",,
-,https://bscscan.com/token/images/n1cetoken_32.png?v=2,N1CEToken (N1CE),https://bscscan.com/token/0xc14df1e2fff3708816495e7364ff274aceecad91,"N1CE is a community of people who love cryptocurrencies and blockchain, with a high level of expertise they can share with others.",,$0.01 ,0.000000 BTC,0.000026 BNB,,"$3,853.00 ",--,"$705,919.00 ","11,253",0.56%,
-,https://bscscan.com/token/images/encyclopedia_32.png,Encyclopedia wTa (ENCwTa),https://bscscan.com/token/0xEa4bCFFf56Ef4aeDd7f41Fc260F13f2eEE7DeFCe,Encyclopedia Coin is built on the Binance Smart Chain network. It is a Web 3.0 supported direct information transfer project and is a member of the Metaverse family.,,$0.01 ,0.000000 BTC,0.000025 BNB,,--,$44.00 ,--,"$36,172.00 ",,333
-,https://bscscan.com/token/images/ramenswap_32.png,Ramen Token (Ramen),https://bscscan.com/token/0x4f47a0d15c1e53f3d94c069c7d16977c29f9cb6b,"RamenSwap Finance is a community driven yield farming, DeFi yield aggregator and DEX aggregator on Binance Smart Chain. Users can earn RAMEN by staking it on the pool and farming it by provide the liquidity to earn more delicious RAMEN.",,$0.01 ,0.000000 BTC,0.000025 BNB,,--,$0.00 ,--,"$143,030.00 ",,"5,271"
-,https://bscscan.com/token/images/gamestation_32.png?v=3,GameStation (GAMER),https://bscscan.com/token/0x3f6b3595ecf70735d3f48d69b09c4e4506db3f47,Gamestation is a decentralized multi-chain gaming launchpad and marketplace which empowers independent game developers and gamers. We do this by enabling game developers to fund their ideas without giving away equity or IP.,,$0.01 ,0.000000 BTC,0.000023 BNB,-2.61%,$102.00 ,--,"$13,101.00 ",459,,
-,https://bscscan.com/token/images/venus-ada_32.png?=v1,Venus ADA (vADA),https://bscscan.com/token/0x9a0af7fdb2065ce470d72664de73cae409da28ec,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.01 ,0.000000 BTC,0.000022 BNB,-1.23%,"$17,220.00 ",--,"$5,840,407.00 ","4,728",,
-,https://bscscan.com/token/images/elemonio_32.png,Elemon Token (ELMON),https://bscscan.com/token/0xe3233fdb23f1c27ab37bd66a19a1f1762fcf5f3f,"Elemon is a NFTs game based on blockchain technology with the purposes and missions to deliver sustainable values to all users and investors in the Cryptocurrency field. More specifically, Elemon is constructed with a comprehensive ecosystem and hosted on the BSC platform with ERC-721 standard.",,$0.01 ,0.000000 BTC,0.000022 BNB,,"$11,838.00 ",--,"$12,333,520.00 ","38,767",3.22%,
-,https://bscscan.com/token/images/oceans_32.png,Oceans Finance v2 (Oceansv2),https://bscscan.com/token/0x2A54F9710ddeD0eBdde0300BB9ac7e21cF0E8DA5,Oceans Finance is a decentralized financial asset which rewards users with a sustainable fixed compound interest model through use of it’s unique Rebase protocol.,,$0.00 ,0.000000 BTC,0.000017 BNB,,--,$70.00 ,--,"$738,276.00 ",,764
-,https://bscscan.com/token/images/tacofinance_32.png,Taco (TACO),https://bscscan.com/token/0x9066e87Bac891409D690cfEfA41379b34af06391,Taco Finance is a yield farming project on BSC.,,$0.00 ,0.000000 BTC,0.000015 BNB,,--,$64.00 ,--,"$79,379.00 ",,"2,540"
-,https://bscscan.com/token/images/rockethashbon_32.png?=v1,HASH (HASH),https://bscscan.com/token/0xeb1112ac78d537853150e2a07e8b765e29d3f019,"HASH is a utility BEP-20 and ERC-20 token and fuel of Hashbon FiRe crypto payment ecosystem powered by both DeFi and CeFi products. In September 2021, Hashbon introduced the Hashbon Rocket CDEX platform that enables cross-chain token swaps in a DeFi manner.",,$0.00 ,0.000000 BTC,0.000014 BNB,,--,$28.00 ,--,"$2,974,390.00 ",,"9,349"
-,https://bscscan.com/token/images/drivenxdvx_32.png?=v2,DVX (DRIVENx),https://bscscan.com/token/0x6db3972c6a5535708e7a4f7ad52f24d178d9a93e,DRIVENx (DVX) is a BEP20 token released on the Binance Smart Chain Network in August of 2021 focusing on bridging the gaps between cryptocurrency and standard FIAT-based business as usual.,,$0.00 ,0.000000 BTC,0.000013 BNB,-1.56%,$111.00 ,--,"$808,821.00 ","5,626",,
-,https://bscscan.com/token/images/jetswap_32.png,JetSwap Token (WINGS),https://bscscan.com/token/0x0487b824c8261462f88940f97053e65bdb498446,WINGS is the governance and reward token for Jetswap. It is an innovative AMM (automated market maker) in the Jetfuel Ecosystem.,Cross-Chain,$0.00 ,0.000000 BTC,0.000013 BNB,,--,$496.00 ,--,"$151,076.00 ",,"41,277"
-,https://bscscan.com/token/images/liyeplimal_32.png,LIMOCOIN SWAP (LMCSWAP),https://bscscan.com/token/0x383094a91ef2767eed2b063ea40465670bf1c83f,"LIMOCOIN SWAP, dynamic and financially free Africa. Limocoin being a utility token, will allow the user to acquire goods and services anywhere in the world without having to walk around with cash.",,$0.00 ,0.000000 BTC,0.000013 BNB,,$213.00 ,--,"$6,122,593.00 ","103,374",3.18%,
-,https://bscscan.com/token/images/Mithrilverse_32.png,Mithrilverse (MITHRIL),https://bscscan.com/token/0x566FdF5bF13b9642CbDfDd1e5F2A67DC2Bc1755A,"MITHRIL is a deflationary token on the Binance Smart Chain, fueled by memetic energy and an active community of MITHRIL-handed holders. The MITHRIL token yields reflections generated from a 4% tax on all transactions; 2% is sent to liquidity and 2% is distributed to holders.",,$0.00 ,0.000000 BTC,0.000012 BNB,-0.28%,$5.00 ,--,"$356,977.00 ",262,,
-,https://bscscan.com/token/images/techtrees_32.png,Tech Trees Coin (TTC),https://bscscan.com/token/0x6a684b3578f5b07c0aa02fafc33ed248ae0c2db2,TechTrees is a web 3.0 public welfare organization in response to Elon Musk‘s vision for sustainable development.,,$0.00 ,0.000000 BTC,0.000010 BNB,-7.28%,"$20,627.00 ",--,"$19,938,447.00 ","54,003",,
-,https://bscscan.com/token/images/coremultichain_32.png,CORE MultiChain Token (CMCX),https://bscscan.com/token/0xb2343143f814639c9b1f42961c698247171df34a,"CORE is a multi chain PoS network focused on interoperability, scalability and usability. It utilizes AI-enabled Proof of Stake algorithm, multi layered consensus model and voting based governance.",,$0.00 ,0.000000 BTC,0.000010 BNB,-0.38%,"$449,958.00 ",--,"$8,465,790.00 ","13,728",,
-,https://bscscan.com/token/images/yearnclassic-earnx_32.png?=v1,EarnX (EarnX),https://bscscan.com/token/0x0f76142D83ddEF359753ccA33647Cc4dCEe1C6d1,"EarnX token is the utility token for unique NFTs backed always by a physical product that is unique, antique, and natively made in a particular region in the world, like Persian Carpets, Samurai Swords, etc.",,$0.00 ,0.000000 BTC,0.000010 BNB,-0.22%,$0.00 ,--,"$188,604.00 ","3,904",,
-,https://bscscan.com/token/images/pandora_32.png,PANDORA (PNDR),https://bscscan.com/token/0x6c1efbed2f57dd486ec091dffd08ee5235a570b1,Pandora Finance is a decentralized ecosystem that focuses on bringing digital and real-world assets on-chain and envisions creating liquidity induction interoperable protocols to enable a seamless and trustless multi-asset NFT commerce,,$0.00 ,0.000000 BTC,0.000008 BNB,-1.22%,$433.00 ,--,"$221,880.00 ","2,073",,
-,https://bscscan.com/token/images/despaceprotocol_32.png,DeSpace Protocol (DES),https://bscscan.com/token/0xb38b3c34e4bb6144c1e5283af720E046Ee833a2a,The project aims to build a healthy and decentralized ecosystem from different areas of the DeFi and NFT niches.,,$0.00 ,0.000000 BTC,0.000007 BNB,-0.72%,"$99,672.00 ",--,"$82,836.00 ","3,118",,
-,https://bscscan.com/token/images/pastafinance_32.png,Pasta Token (PASTA),https://bscscan.com/token/0xab9d0fae6eb062f2698c2d429a1be9185a5d4f6e,Pasta finance is a fork of goose finance and offer yield farming protocol.,,$0.00 ,0.000000 BTC,0.000007 BNB,,--,$109.00 ,--,"$38,482.00 ",,"3,018"
-,https://bscscan.com/token/images/venus-doge_32.png?=v1,Venus DOGE (vDOGE),https://bscscan.com/token/0xec3422ef92b2fb59e84c8b02ba73f1fe84ed8d71,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.00 ,0.000000 BTC,0.000007 BNB,-2.06%,$3.00 ,--,"$9,263,084.00 ","2,054",,
-,https://bscscan.com/token/images/uselesscrypto_32.png,Useless (1USE),https://bscscan.com/token/0x60d66a5152612f7d550796910d022cb2c77b09de,"$USE (ONE) and bridged $1USE (BSC, ETH) is a deflationary token with utility behind the #AllForOne mobile app and ECLIPSE decentralized ranking system. The name is ironic the only thing useless about Useless is the name.",,$0.00 ,0.000000 BTC,0.000006 BNB,-1.06%,$121.00 ,--,"$557,576.00 ","11,400",,
-,https://bscscan.com/token/images/lunagens_32.png,LunaGens (LUNG),https://bscscan.com/token/0x28B9aed756De31B6b362aA0f23211D13093EBb79,LunaGens is a multi-chains Defi focus project. LunaGens goals are to make the crypto space safer for investors and to help educate people about the pros and cons of cryptocurrency. LunaGens also stride to explore the road of building its own blockchain to support the ecosystem and utilities.,,$0.00 ,0.000000 BTC,0.000006 BNB,,--,"$654,917.00 ",--,"$1,589,510.00 ",,"1,898"
-,https://bscscan.com/token/images/monverse_32.png,Monverse (Monstr),https://bscscan.com/token/0x3933E1cDD51DE9b0f7d062AC8549cCdf63C219a9,"Monverse is a multi-chain combat and strategy game, originally designed and developed on BSC.",,$0.00 ,0.000000 BTC,0.000005 BNB,,--,$0.00 ,--,"$14,816.00 ",,"1,438"
-,https://bscscan.com/token/images/annexfinance_32.png,Annex (ANN),https://bscscan.com/token/0x98936Bde1CF1BFf1e7a8012Cee5e2583851f2067,"A Decentralized Marketplace for Lenders and Borrowers, Swap, Auction and NFT marketplace.",,$0.00 ,0.000000 BTC,0.000005 BNB,-0.35%,$185.00 ,--,"$1,453,055.00 ","13,155",,
-,https://bscscan.com/token/images/berylbit_32.png?v=2,BerylBit (BRB),https://bscscan.com/token/0xcA0823d3D04b9FAeA7803cCb87fa8596775190DD,BeryBit aims to offer open source ecosystem that offers private transactions and developing decentralized applications using evm. BerylBit network provides a safe environment for DeFi investors using special mechanism.,,$0.00 ,0.000000 BTC,0.000005 BNB,,"$2,467.00 ",--,"$389,298.00 ","5,104",4.27%,
-,https://bscscan.com/token/images/sphynxtokennew_32.png?=v98,Sphynx Labs (SPHYNX),https://bscscan.com/token/0x6e281f90c6D1b5E5A01FB6f14C428afF69c04C3F,"Sphynx Labs decentralised Trading Platform available on iOS, Android & Web. Multi Network Wallet connecting to WEB3 and simplifying the user's experience by bringing everything into one Mobile Application & Web dAPP.",,$0.00 ,0.000000 BTC,0.000004 BNB,-0.83%,$464.00 ,--,"$1,326,642.00 ","8,557",,
-,https://bscscan.com/token/images/regularpresale_32.png,RegularPresale (REGU),https://bscscan.com/token/0xf1ca73caa1c7ad66af11147ba7d5636243af0493,Regular Presale is an IDO Launchpad Project. Its primary purpose is to list quality IDO projects within its body. His biggest goal is to build bridges on the Solana-BSC-Polygon networks land and to make IDO projects in three networks,,$0.00 ,0.000000 BTC,0.000004 BNB,,$3.00 ,--,"$98,507.00 ","1,811",0.15%,
-,https://bscscan.com/token/images/soulsofmetav2_32.png,SOULS OF META (SOM),https://bscscan.com/token/0x31c573d1A50A745b01862edAf2ae72017cea036A,Souls of Meta is a Cross-Game Multi-Chain Fun-2-Earn (Play-Own-Earn + Free-2-Play) Third-person Action-RPG Fantasy NFT Gaming Metaverse of Blades and Sorcery,,$0.00 ,0.000000 BTC,0.000003 BNB,-3.85%,"$222,195.00 ",--,"$2,853,990.00 ","4,904",,
-,https://bscscan.com/token/images/pearltoken_32.png,Pearl Token (PEARL),https://bscscan.com/token/0x118b60763002f3ba7603a3c17f946a0c7dab789f,"Cryptobay is a play-to-earn metaverse game platform on BSC. Users can buy and build ships, fight against pirates in adventure, fight against players in arena, participate in boss battles, build their own harbors, recruit captains and raise pets.",,$0.00 ,0.000000 BTC,0.000003 BNB,,--,$47.00 ,--,"$86,688.00 ",,"8,411"
-,https://bscscan.com/token/images/syl_32.png,SYL (SYL),https://bscscan.com/token/0x7e52a123ed6db6ac872a875552935fbbd2544c86,A project on decentralized identity & data privacy.,,$0.00 ,0.000000 BTC,0.000002 BNB,-0.45%,"$387,224.00 ",--,"$5,188,029.00 ","23,818",,
-,https://bscscan.com/token/images/gemdao_32.png,GemDao (GemDao),https://bscscan.com/token/0x3e990DE85Dbd92c9F616A1a4AbeAAE6243Be374b,"GemDAO is a groundbreaking support protocol built on Binance Smart Chain, operating as decentralized Autonomous Organization (DAO), targeting who loves meme projects on launchpads.",,$0.00 ,0.000000 BTC,0.000002 BNB,,--,$5.00 ,--,"$50,106.00 ",,254
-,https://bscscan.com/token/images/seaearth_32.png,Sea Token (SEA),https://bscscan.com/token/0xfb52fc1f90dd2b070b9cf7ad68ac3d68905643fa,"SEA Token is a blockchain project in a suite of dApps enabling people anywhere, on the simplest tech, to gather, process and distribute environmental data, and a deflationary token designed to raise funds for our partners fighting ocean degradation.",,$0.00 ,0.000000 BTC,0.000002 BNB,-0.79%,$29.00 ,--,"$89,422.00 ","1,513",,
-,https://bscscan.com/token/images/augmentedbsc_32.png,Augmented Finance (AGF),https://bscscan.com/token/0x114597f4260caf4cde1eeb0b9d9865b0b7b9a46a,"Augmented Finance is a DeFi liquidity protocol for high-yield lending and low-interest borrowing of digital assets, launched fairly and enabled by artificial intelligence (AI). Augmented Finance is easy to use and maximizes the reward for its liquidity providers.",,$0.00 ,0.000000 BTC,0.000001 BNB,-29.47%,$542.00 ,--,"$40,045.00 ",334,,
-,https://bscscan.com/token/images/metaegg_32.png,Metegg DeFi (MDEFI),https://bscscan.com/token/0x0475AE77fb55005F15554642d6016c75FD04227A,"Metaegg working on web3 through art, gaming, entertainment, and DeFi. MEGG is a token made to support what’s next, controlled, and built on by the community. It will serve as a decentralized protocol layer for community-led initiatives that drive culture forward into the metaverse, gaming & DeFi.",,$0.00 ,0.000000 BTC,0.000001 BNB,,--,"$1,313.00 ",--,"$26,636.00 ",,262
-,https://bscscan.com/token/images/zombieworldz_32.png,Zombie World Z (ZwZ),https://bscscan.com/token/0x5445451c07e20ba1ca887b6c74d66d358f46d083,Zombie World Z is upgraded and developed based on Zombie Idle Defense – an established game in the market. Zombie World Z is now applying blockchain technology and metaverse to game mining with a game economy tied to tokens and blockchain on the BSC platform.,,$0.00 ,0.000000 BTC,0.000001 BNB,-0.02%,$5.00 ,--,"$351,590.00 ","5,089",,
-,https://bscscan.com/token/images/doggy_32.png,DOGGY (DOGGY),https://bscscan.com/token/0x74926b3d118a63f6958922d3dc05eb9c6e6e00c6,"Crypto doggies are 10,000 procedurally designed NFTs in gif format with cute animation by top-notch artists and they can be minted by burning Doggy tokens. Each of the NFTs is unique with traits like dog breed, color, or accessories.",,$0.00 ,0.000000 BTC,0.000001 BNB,,"$6,237.00 ",--,"$1,412,483.00 ","42,812",0.49%,
-,https://bscscan.com/token/images/safechaintoken_32.png,Safechaintoken (SCT),https://bscscan.com/token/0xc3262500039696ff8ef9830fb422ab32b15bd366,Safechaintoken is a hyper-deflationary utility token for the Safechaintoken ecosystem.,,$0.00 ,0.000000 BTC,0.000001 BNB,,--,$1.00 ,--,"$85,580.00 ",,"4,206"
-,https://bscscan.com/token/images/cryptonits_32.png,Cryptonits (CRT),https://bscscan.com/token/0x36a28c7c9b3dea22f07f4df67833cbe764feeeb4,"Cryptonits CRT is owned and operated by CRYPTONITS LTD. CRT may be stored, moved from one digital wallet to another, or converted into other digital currencies. The cryptocurrency is based on BEP20.",,$0.00 ,0.000000 BTC,0.000001 BNB,,--,$225.00 ,--,"$70,732.00 ",,"2,232"
-,https://bscscan.com/token/images/mloky_32.png,MLOKY (MLOKY),https://bscscan.com/token/0xF71E950758310faF9f7D51C4F4250C7546086C1f,A deflationary token with a revolutionary reward system and auto liquidity generating protocol launched on Binance Smart Chain. Earn an endless passive income by holding MLOKY in your wallet. Rewards will be paid in BUSD (Binance pegged USD) & LUCHOW token.,,$0.00 ,0.000000 BTC,0.000001 BNB,,$40.00 ,--,"$31,032.00 ",366,0.62%,
-,https://bscscan.com/token/images/inme_32.png?=v98,INME RUN (INMER),https://bscscan.com/token/0xCABa634307B94f04390afC144A9b841875289751,"INME RUN, it is an app and game merged together in one app through which you can earn INME RUN tokens while running and playing.",,$0.00 ,0.000000 BTC,0.000001 BNB,,--,$23.00 ,--,"$71,548.00 ",,827
-,https://bscscan.com/token/images/etermonbsc_32.png,Etermon (ETM),https://bscscan.com/token/0x75bded6bf44bb01527138673dcc064dbe3e7d96d,WELCOME TO ETERMON - The diverse monster world where users can PLAY and EARN at the same time.,,$0.00 ,0.000000 BTC,0.000001 BNB,-2.86%,"$2,723.00 ",--,"$213,341.00 ","12,450",,
-,https://bscscan.com/token/images/xodexv4_32.png,XODEX (XODEX),https://bscscan.com/token/0xddD9d7D280c78b564C55BEb26562E367d4b9Bd8a,"Xodex is developing a high-speed zero-fee blockchain with DeFi protocols, NFT projects, and dApps that will facilitate the creator’s economy, It is also creating a crypto exchange and launchpad.",,$0.00 ,0.000000 BTC,0.000001 BNB,-14.76%,"$7,334.00 ",--,"$1,819,395.00 ","2,752",,
-,https://bscscan.com/token/images/luckyunicorn_32.png,Lucky Unicorn Token (L99),https://bscscan.com/token/0x033c90840F27C83B1Aa0Ffe6Db65C954BF6ABbdd,"L99 token is a type of currency which is used for transactions in the ecosystem of NFT Game Lucky Unicorn – Metaverse. It offers a series of games in which players raise, collect, team up unicorns to do various quests, also they can challenge each other individually or as a guild.",,$0.00 ,0.000000 BTC,0.000001 BNB,,--,$5.00 ,--,"$75,587.00 ",,"8,026"
-,https://bscscan.com/token/images/beachtoken_32.png,Beach Token (BEACH),https://bscscan.com/token/0x4f4543Fa5F7FE28a7758ef43FeA71d11fCCDAD5c,"$BEACH is an innovative DeFi token for people who believe doing well should not cost us the planet. It's vision is to create a token that directly supports climate action, provides the utility of a low friction means and place of exchange.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.74%,$248.00 ,--,"$1,189,590.00 ","2,495",,
-,https://bscscan.com/token/images/allbestico_32.png,ALL BEST ICO SATOSHI (SATSALL),https://bscscan.com/token/0x6101Dc7289eb8F31a0C93E6b36feCB52fd3dE9F2,"ALLBI is a consumer-oriented cryptocurrency launched in the U.K. by LEX PARTNERS LTD, a company which supports ALLBI. ALLBI aims to virtually eliminate mining for profit the aspect of cryptocurrencies responsible for harming the environment, through wastage of electricity.",,$0.00 ,0.000000 BTC,0.000000 BNB,-4.93%,"$2,655.00 ",--,"$6,778.00 ",189,,
-,https://bscscan.com/token/images/wink_32.png,WINk (WIN),https://bscscan.com/token/0xaef0d72a118ce24fee3cd1d43d383897d05b4e99,WINk aims to build on its market position as a leading blockchain gaming platform through the consistent introduction of high-quality decentralized applications (DApps).,,$0.00 ,0.000000 BTC,0.000000 BNB,,"$38,487.00 ",--,"$3,085,494.00 ","67,725",0.24%,
-,https://bscscan.com/token/images/okeyverse_32.png,OKEYCOIN (OKEY),https://bscscan.com/token/0xC628D60B7eC7504B7482bc8a65348F3b7afCCbE0,"OKEYVERSE is a project with several subprojects focused on developing de-fi, web3 social media, and play-to-earn games on a single platform. The OKEYVERSE project is unique because it has an underlying real asset, which is co-working space.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,"$1,183.00 ",--,"$685,600.00 ",,867
-,https://bscscan.com/token/images/titanofinance_32.png,Titano (TITANO),https://bscscan.com/token/0x4e3cabd3ad77420ff9031d19899594041c420aee,"Titano is positioned to lead a revolution in DeFi with the Titano Autostaking Protocol or TAP, a new financial protocol that makes staking easier, and gives $TITANO token holders the highest stable returns in crypto.",,$0.00 ,0.000000 BTC,0.000000 BNB,-2.09%,"$11,954.00 ",--,"$8,937,049.00 ","76,529",,
-,https://bscscan.com/token/images/engcrypto_32.png,ENERGY COIN (ENG),https://bscscan.com/token/0x8a505D5Cb3Db9fcf404c0A72aF3dF8Be4eFB707c,The Energy Token (ENG) is a cryptocurrency belonging to the Energy Web Foundation (ENG). The Energy Web Foundation is an organization dedicated to building open-source operating systems for energy grids that can help in powering a zero-carbon economy.,Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$29.00 ,--,"$62,163.00 ",,"14,312"
-,https://bscscan.com/token/images/betswirl_32.png,BetSwirl Token (BETS),https://bscscan.com/token/0x3e0a7C7dB7bB21bDA290A80c9811DE6d47781671,"BetSwirl aims to be THE decentralized gambling platform: provably fair, non-custodial, licensed, trustless, and community-driven.",,$0.00 ,0.000000 BTC,0.000000 BNB,-2.91%,"$4,874.00 ",--,"$42,762.00 ",317,,
-,https://bscscan.com/token/images/hashbitpeg_32.png,HashBit-Peg HBIT Token (HBIT),https://bscscan.com/token/0xEda3866f07566d9379a91A07F8D62e19C03183e0,HashBit (HBIT) is a highly scalable peer-to-peer digital currency that enables industry-leading transaction speeds with negligible fees. HashBit-Peg HBIT Token main goal is to make it possible to send and receive payments through the most popular messaging apps.,,$0.00 ,0.000000 BTC,0.000000 BNB,-2.66%,"$566,763.00 ",--,"$1,572,905.00 ","2,559",,
-,https://bscscan.com/token/images/ezcoinmarket_32.png,Ezcoin Market (ECM),https://bscscan.com/token/0x87e837803513e8c735a4eC1bcbf97Bc3050F41a5,"Ezcoinmarket is a crypto tracking price website for the crypto asset, News Cryptocurrency, Signal Futures & Spot Trading, Airdrops, Game and Vote tokens",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$12.00 ,--,"$24,800.00 ",,208
-,https://bscscan.com/token/images/sportoken_32.png,SPORTOKEN (SPT),https://bscscan.com/token/0xD677Bed5adF1de76F957b108dadb280bAA8F76B5,Sportoken birth by fans to be a community driven MeMe token for Sport & E-sport with power of decentralization.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$52.00 ,--,"$335,580.00 ",,"2,825"
-,https://bscscan.com/token/images/losercoin_32.png,loser coin (lowb),https://bscscan.com/token/0x843d4a358471547f51534e3e51fae91cb4dc3f28,"Losercoin is a project initiated by two poor guys from China, one is a father of two kids from a village, the other one is a coder living a miserable life by working 60 hours a week .",,$0.00 ,0.000000 BTC,0.000000 BNB,,"$24,503.00 ",--,"$1,188,191.00 ","141,304",0.42%,
-,https://bscscan.com/token/images/8bitdoge2_32.png,8BIT DOGE (BITD),https://bscscan.com/token/0x003f83da9868acc151be89eefa4d19838ffe5d64,8Bit Doge is a Play-To-Earn GameFi Token & NFT Project living on the Binance Smart Chain with all NFT sales going back to the token holders.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$4.00 ,--,"$112,100.00 ",,"5,868"
-,https://bscscan.com/token/images/xposeprotocol_32.png,Xpose (Xpose),https://bscscan.com/token/0xcc10c8afd683c5aa86b1d170d75b555bce5a2c37,XPOSE PROTOCOL wants to go to extreme measures in enlightening the world. We make epic memories and use xtreme marketing events to build an extraordinary community. XPOSE community members help in this journey to positively impact the world.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$2.00 ,--,"$9,230,000.00 ",,"18,303"
-,https://bscscan.com/token/images/inescoin.png,Inescoin (INES),https://bscscan.com/token/0x03db11045b299b1148f73c1ad07a22e5785985bf,"Inescoin is the cryptocurrency which allows user to create their domain name and website in the blockchain, with end-to-end encrypted messaging through your wallet address.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$330.00 ,--,$63.00 ,,20
-,https://bscscan.com/token/images/xencrypto_32.jpg,XEN Crypto (bXEN),https://bscscan.com/token/0x2AB0e9e4eE70FFf1fB9D67031E44F6410170d00e,"XEN aims to become a community-building crypto asset that connects like
minded people together and provide the lowest barrier to entry through its unique tokenomics.",,$0.00 ,0.000000 BTC,0.000000 BNB,-4.87%,"$2,388,845.00 ",--,"$19,870,970.00 ","63,652",,
-,https://bscscan.com/token/images/covac_32.png,Covid Vaccine (COVAC),https://bscscan.com/token/0x2ADfe76173F7e7DAef1463A83BA4d06171fAc454,"COVAC token ($COVAC) is a community-driven, fair launched DeFi token used to track the number of COVID vaccinated people around the world.",,$0.00 ,0.000000 BTC,0.000000 BNB,-0.02%,$0.00 ,--,"$114,268.00 ","1,393",,
-,https://bscscan.com/token/images/moonlift1_32.png,Moonlift (MLTPX),https://bscscan.com/token/0x9d7c580e0bc4ea441db96eebc7e1440d264bce51,"MoonLift Capital is a cross-chain turnkey incubator that provides general support and venture capital services to projects looking to make their appearance in the cryptosphere. Next to this service, there is a dex.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.05%,$774.00 ,--,"$224,849.00 ","7,907",,
-,https://bscscan.com/token/images/greenchart_32.png,Green Chart (GREEN),https://bscscan.com/token/0x7403802c0FFeE2d83FB13513e23aAF4a3a9C69f0,Empower people to become the smartest self-directed investors they can be by creating accessible investment platforms and services.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$3.00 ,--,"$136,000.00 ",,"5,935"
-,https://bscscan.com/token/images/eliteswapbinancetoken_32.png,Elite Swap Binance Token (ELTB),https://bscscan.com/token/0x380291a9a8593b39f123cf39cc1cc47463330b1f,Elite Swap Protocol is a decentralized exchange (Complete Fork of Uniswap) running on ETH and Binance Smart Chain.,,$0.00 ,0.000000 BTC,0.000000 BNB,-0.02%,$0.00 ,--,"$11,571.00 ","1,100",,
-,https://bscscan.com/token/images/siacashcoin_32.png,SiaCashCoin (SCC),https://bscscan.com/token/0xc26EaFC627624baDf990f8d30116892eD204DB51,The SiaCashCoin storage network is decentralized. SiaCashCoin will not require owned storage locations or identifiable nodes.,,$0.00 ,0.000000 BTC,0.000000 BNB,-0.64%,$0.00 ,--,"$19,112,501,632.00 ","16,635",,
-,https://bscscan.com/token/images/nemesiswealthprojectsbsc_32.png?v=7,Nemesis Wealth Projects BSC (NMS),https://bscscan.com/token/0x8cb4fdb148d87f7ec493e69391347bdd3ff1163f,"Nemesis provides powerful software and web solutions aimed at increasing the value of our tokens in the future and, as a result, ensuring the community's wealth. The $NMS Token is a milestone in Nemesis Wealth Projects LLC's wider vision.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.30%,$31.00 ,--,"$31,580.00 ","1,055",,
-,https://bscscan.com/token/images/808exchange_32.png,808TA (808TA),https://bscscan.com/token/0xfd93917257b33c6d64dc24f7a60982589823e0cb,"808 Exchange offers great staking & dividend rewards for 808TA Token holders, as well as market trading & swap options. 808 Exchange is user friendly and is constantly updating and upgrading to meet the upcoming demands of crypto space.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$130.00 ,--,"$917,700.00 ",,740
-,https://bscscan.com/token/images/pizzafinance_32.png,PizzaSwap (PIZZA),https://bscscan.com/token/0x2cc26dd730f548dc4ac291ae7d84a0c96980d2cb,Pizza finance is a yield farming project partnered with cheeseswap and keep3rb.network.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"4,029"
-,https://bscscan.com/token/images/torgbsc_32.png,TORG (TORG),https://bscscan.com/token/0xcea59dce6a6d73a24e6d6944cfabc330814c098a,"A sustainable, completely decentralized, and utility-focused cryptocurrency, aimed at global human development.",,$0.00 ,0.000000 BTC,0.000000 BNB,,$711.00 ,--,$124.00 ,"31,801",37.90%,
